srcStateName,srcYear,srcMonth,Settlement of Integrated goods and services tax ( IGST ),YearCode,Year,MonthCode,Month
Uttar Pradesh,2021-22,Jun - 2021,2106.472603963,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Andaman and Nicobar Islands,2021-22,Jun - 2021,10.848376853,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Sikkim,2021-22,Jun - 2021,19.866406818,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Arunachal Pradesh,2021-22,Jun - 2021,41.478061434,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Himachal Pradesh,2021-22,Jun - 2021,129.259089355,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Jammu and Kashmir,2021-22,Jun - 2021,246.869929699,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Andhra Pradesh,2021-22,Jun - 2021,852.871211489,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Ladakh,2021-22,Jun - 2021,12.091889047,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Delhi,2021-22,Jun - 2021,366.505834803,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Karnataka,2021-22,Jun - 2021,1250.656211566,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Tamil Nadu,2021-22,Jun - 2021,1263.784783855,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Goa,2021-22,Jun - 2021,69.166114994,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Lakshadweep,2021-22,Jun - 2021,1.400844586,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Nagaland,2021-22,Jun - 2021,33.870241509,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Haryana,2021-22,Jun - 2021,988.487408234,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Manipur,2021-22,Jun - 2021,42.536459803,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Mizoram,2021-22,Jun - 2021,28.562641287,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Tripura,2021-22,Jun - 2021,55.966669585,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Meghalaya,2021-22,Jun - 2021,33.729750959,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Madhya Pradesh,2021-22,Jun - 2021,785.847615397,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Punjab,2021-22,Jun - 2021,676.754112921,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Gujarat,2021-22,Jun - 2021,793.004292736,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Puducherry,2021-22,Jun - 2021,30.767558692,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Maharashtra,2021-22,Jun - 2021,1930.251307801,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Telangana,2021-22,Jun - 2021,925.421287997,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021"
Meghalaya,2021-22,May - 2021,29.796351849,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Himachal Pradesh,2021-22,May - 2021,77.097243507,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Goa,2021-22,May - 2021,49.807341164,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Lakshadweep,2021-22,May - 2021,0.974549621,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Kerala,2021-22,May - 2021,566.12776414,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Tamil Nadu,2021-22,May - 2021,846.409922878,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Puducherry,2021-22,May - 2021,12.769007248,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Jharkhand,2021-22,May - 2021,109.993130179,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Andhra Pradesh,2021-22,May - 2021,639.255214508,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Telangana,2021-22,May - 2021,764.263001129,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Ladakh,2021-22,May - 2021,2.996165591,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Punjab,2021-22,May - 2021,409.218982642,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Karnataka,2021-22,May - 2021,1056.289854888,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Maharashtra,2021-22,May - 2021,699.32,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Dadra and Nagar Haveli,2021-22,May - 2021,-2.54,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Odisha,2021-22,May - 2021,160.718327868,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Andaman and Nicobar Islands,2021-22,May - 2021,8.714420804,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Chandigarh,2021-22,May - 2021,40.327285741,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Uttarakhand,2021-22,May - 2021,88.136366473,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Haryana,2021-22,May - 2021,241.320519549,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Jammu and Kashmir,2021-22,May - 2021,181.405530964,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Delhi,2021-22,May - 2021,366.986120951,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Rajasthan,2021-22,May - 2021,566.56886968,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Uttar Pradesh,2021-22,May - 2021,1552.767772042,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Bihar,2021-22,May - 2021,682.710201888,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Sikkim,2021-22,May - 2021,19.230791502,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Arunachal Pradesh,2021-22,May - 2021,44.169819352,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Nagaland,2021-22,May - 2021,26.982457519,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Manipur,2021-22,May - 2021,33.725217855,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Mizoram,2021-22,May - 2021,21.885488262,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Daman and Diu,2021-22,May - 2021,0.138623326,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Gujarat,2021-22,May - 2021,594.251008899,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Madhya Pradesh,2021-22,May - 2021,609.789797847,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Chhattisgarh,2021-22,May - 2021,31.516317563,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
West Bengal,2021-22,May - 2021,723.474466608,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Assam,2021-22,May - 2021,319.146349057,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Tripura,2021-22,May - 2021,45.357734677,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021"
Telangana,2021-22,Nov - 2021,1281.30284157,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Lakshadweep,2021-22,Nov - 2021,1.345715747,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Nagaland,2021-22,Nov - 2021,54.21677833,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Manipur,2021-22,Nov - 2021,74.343010667,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Mizoram,2021-22,Nov - 2021,49.193665888,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Tripura,2021-22,Nov - 2021,66.778947974,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Assam,2021-22,Nov - 2021,466.644821605,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
West Bengal,2021-22,Nov - 2021,928.65730894,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Andaman and Nicobar Islands,2021-22,Nov - 2021,18.571357076,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Jharkhand,2021-22,Nov - 2021,290.954072807,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Chandigarh,2021-22,Nov - 2021,102.87332026,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Uttarakhand,2021-22,Nov - 2021,190.043065945,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Haryana,2021-22,Nov - 2021,787.776513116,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Delhi,2021-22,Nov - 2021,1011.182270962,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Rajasthan,2021-22,Nov - 2021,1287.383704928,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Uttar Pradesh,2021-22,Nov - 2021,2587.506704544,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Bihar,2021-22,Nov - 2021,1030.136460557,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Odisha,2021-22,Nov - 2021,298.889727695,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Chhattisgarh,2021-22,Nov - 2021,109.558472721,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Arunachal Pradesh,2021-22,Nov - 2021,57.473731896,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Tamil Nadu,2021-22,Nov - 2021,1265.791965114,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Madhya Pradesh,2021-22,Nov - 2021,1124.018562436,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Punjab,2021-22,Nov - 2021,672.825631121,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Puducherry,2021-22,Nov - 2021,43.269232141,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Meghalaya,2021-22,Nov - 2021,58.885501745,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Ladakh,2021-22,Nov - 2021,30.024390599,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Gujarat,2021-22,Nov - 2021,798.783824195,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Daman and Diu,2021-22,Nov - 2021,0.156660184,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Dadra and Nagar Haveli,2021-22,Nov - 2021,24.747110203,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Maharashtra,2021-22,Nov - 2021,2631.558555541,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Karnataka,2021-22,Nov - 2021,2292.273737427,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Goa,2021-22,Nov - 2021,99.341080551,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Kerala,2021-22,Nov - 2021,1110.398401872,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Sikkim,2021-22,Nov - 2021,31.083046377,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Himachal Pradesh,2021-22,Nov - 2021,216.701358812,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Andhra Pradesh,2021-22,Nov - 2021,1202.613586435,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Jammu and Kashmir,2021-22,Nov - 2021,343.882678289,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021"
Andaman and Nicobar Islands,2021-22,Oct - 2021,19.516751559,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Punjab,2021-22,Oct - 2021,628.57483798,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Chandigarh,2021-22,Oct - 2021,92.280232048,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Uttarakhand,2021-22,Oct - 2021,143.339644357,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Haryana,2021-22,Oct - 2021,1075.604928236,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Delhi,2021-22,Oct - 2021,848.968726799,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Uttar Pradesh,2021-22,Oct - 2021,2205.060391985,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Bihar,2021-22,Oct - 2021,997.53719356,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Sikkim,2021-22,Oct - 2021,30.692365566,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Arunachal Pradesh,2021-22,Oct - 2021,65.404869031,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Nagaland,2021-22,Oct - 2021,53.391010627,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Manipur,2021-22,Oct - 2021,72.964909418,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Tripura,2021-22,Oct - 2021,70.602405547,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Meghalaya,2021-22,Oct - 2021,64.130796094,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Assam,2021-22,Oct - 2021,429.206197567,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
West Bengal,2021-22,Oct - 2021,1024.779223686,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Jharkhand,2021-22,Oct - 2021,293.612352313,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Odisha,2021-22,Oct - 2021,384.934065436,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Jammu and Kashmir,2021-22,Oct - 2021,337.461065639,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Chhattisgarh,2021-22,Oct - 2021,227.966240629,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Madhya Pradesh,2021-22,Oct - 2021,1024.933656701,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Gujarat,2021-22,Oct - 2021,1048.036817888,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Daman and Diu,2021-22,Oct - 2021,0.127101502,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Dadra and Nagar Haveli,2021-22,Oct - 2021,23.502974976,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Maharashtra,2021-22,Oct - 2021,2531.822356909,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Karnataka,2021-22,Oct - 2021,2159.702369099,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Goa,2021-22,Oct - 2021,99.151976841,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Lakshadweep,2021-22,Oct - 2021,2.401277844,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Kerala,2021-22,Oct - 2021,1050.162419576,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Mizoram,2021-22,Oct - 2021,40.569139976,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Tamil Nadu,2021-22,Oct - 2021,1319.871294651,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Telangana,2021-22,Oct - 2021,1193.871701601,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Puducherry,2021-22,Oct - 2021,40.869866151,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Andhra Pradesh,2021-22,Oct - 2021,1169.077368291,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Ladakh,2021-22,Oct - 2021,38.015018146,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Himachal Pradesh,2021-22,Oct - 2021,230.621708585,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Rajasthan,2021-22,Oct - 2021,1334.570045051,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021"
Dadra and Nagar Haveli,2021-22,Sep - 2021,53.447574445,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Uttar Pradesh,2021-22,Sep - 2021,2631.7310909,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Bihar,2021-22,Sep - 2021,968.127112574,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Sikkim,2021-22,Sep - 2021,36.057613873,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Jammu and Kashmir,2021-22,Sep - 2021,350.445064012,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Nagaland,2021-22,Sep - 2021,55.7025582,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Manipur,2021-22,Sep - 2021,69.626843977,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Mizoram,2021-22,Sep - 2021,38.231807481,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Tripura,2021-22,Sep - 2021,63.290820386,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Meghalaya,2021-22,Sep - 2021,71.660495509,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
West Bengal,2021-22,Sep - 2021,1217.684381641,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Jharkhand,2021-22,Sep - 2021,274.714361375,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Odisha,2021-22,Sep - 2021,301.241124562,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Chhattisgarh,2021-22,Sep - 2021,206.855023957,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Madhya Pradesh,2021-22,Sep - 2021,1008.567750887,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Gujarat,2021-22,Sep - 2021,1162.699442513,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Rajasthan,2021-22,Sep - 2021,1177.362645752,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Delhi,2021-22,Sep - 2021,1127.323676903,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Assam,2021-22,Sep - 2021,447.383993524,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Maharashtra,2021-22,Sep - 2021,2825.02611141,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Ladakh,2021-22,Sep - 2021,25.052803065,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Haryana,2021-22,Sep - 2021,868.595986759,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Uttarakhand,2021-22,Sep - 2021,150.361463485,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Chandigarh,2021-22,Sep - 2021,91.465108042,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Punjab,2021-22,Sep - 2021,798.011615012,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Himachal Pradesh,2021-22,Sep - 2021,195.562854166,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Arunachal Pradesh,2021-22,Sep - 2021,58.048549104,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Daman and Diu,2021-22,Sep - 2021,24.673421407,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021"
Uttarakhand,2022-23,Apr - 2022,177.804409323,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Haryana,2022-23,Apr - 2022,1078.802043008,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Delhi,2022-23,Apr - 2022,1319.309726888,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Rajasthan,2022-23,Apr - 2022,1581.310600256,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Uttar Pradesh,2022-23,Apr - 2022,3338.011054287,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Dadra and Nagar Haveli,2022-23,Apr - 2022,55.140789989,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Bihar,2022-23,Apr - 2022,1289.992400535,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Sikkim,2022-23,Apr - 2022,53.968592934,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Arunachal Pradesh,2022-23,Apr - 2022,104.87562925,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Nagaland,2022-23,Apr - 2022,65.527083052,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Manipur,2022-23,Apr - 2022,86.926401432,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Mizoram,2022-23,Apr - 2022,63.014402881,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Tripura,2022-23,Apr - 2022,87.512732725,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Meghalaya,2022-23,Apr - 2022,84.488631483,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Assam,2022-23,Apr - 2022,523.548255343,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
West Bengal,2022-23,Apr - 2022,1179.396603558,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Daman and Diu,2022-23,Apr - 2022,0.082148213,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Karnataka,2022-23,Apr - 2022,2099.78660839,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Puducherry,2022-23,Apr - 2022,55.438008637,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Ladakh,2022-23,Apr - 2022,19.932712651,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Andaman and Nicobar Islands,2022-23,Apr - 2022,23.651363928,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Himachal Pradesh,2022-23,Apr - 2022,302.2285724,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Maharashtra,2022-23,Apr - 2022,3023.615131321,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Chhattisgarh,2022-23,Apr - 2022,265.325338,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Gujarat,2022-23,Apr - 2022,1161.476943273,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Tamil Nadu,2022-23,Apr - 2022,1679.785417705,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Jammu and Kashmir,2022-23,Apr - 2022,429.400351476,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Andhra Pradesh,2022-23,Apr - 2022,1092.567706144,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Kerala,2022-23,Apr - 2022,1356.685043546,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Lakshadweep,2022-23,Apr - 2022,2.435417758,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Goa,2022-23,Apr - 2022,140.746391583,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Telangana,2022-23,Apr - 2022,1498.553494785,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Punjab,2022-23,Apr - 2022,947.102136475,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Chandigarh,2022-23,Apr - 2022,114.52155706,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022"
Madhya Pradesh,2022-23,Jun - 2022,1202.463421919,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Chhattisgarh,2022-23,Jun - 2022,164.846604853,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Nagaland,2019-20,Nov - 2019,38.2461899,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Arunachal Pradesh,2019-20,Nov - 2019,45.2732228,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Bihar,2019-20,Nov - 2019,847.9288414,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Uttarakhand,2019-20,Nov - 2019,76.1937298,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Haryana,2019-20,Nov - 2019,583.8420274,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Jharkhand,2019-20,Nov - 2019,339.6533885,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Odisha,2019-20,Nov - 2019,377.4681206,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Chhattisgarh,2019-20,Nov - 2019,215.3789404,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Madhya Pradesh,2019-20,Nov - 2019,970.2787315,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Gujarat,2019-20,Nov - 2019,437.3657653,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Daman and Diu,2019-20,Nov - 2019,0.9793195,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Dadra and Nagar Haveli,2019-20,Nov - 2019,15.778961,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Maharashtra,2019-20,Nov - 2019,1720.2625393,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Karnataka,2019-20,Nov - 2019,1440.7435354,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Goa,2019-20,Nov - 2019,82.0724439,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Lakshadweep,2019-20,Nov - 2019,0.8877952,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Kerala,2019-20,Nov - 2019,854.2691148,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Tamil Nadu,2019-20,Nov - 2019,940.5940579,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Puducherry,2019-20,Nov - 2019,32.551452,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Andaman and Nicobar Islands,2019-20,Nov - 2019,24.6472267,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Andhra Pradesh,2019-20,Nov - 2019,998.8298099,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Telangana,2019-20,Nov - 2019,944.7687816,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
Odisha,2022-23,Jun - 2022,212.366105995,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Jharkhand,2022-23,Jun - 2022,200.500001373,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
West Bengal,2022-23,Jun - 2022,1169.049008159,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Assam,2022-23,Jun - 2022,526.480996207,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Meghalaya,2022-23,Jun - 2022,79.705997932,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Tripura,2022-23,Jun - 2022,71.57208312,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Mizoram,2022-23,Jun - 2022,56.276901889,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Manipur,2022-23,Jun - 2022,88.735401469,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
Nagaland,2022-23,Jun - 2022,55.846047161,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022"
