ROWID,Country,State LGD Code,State,YearCode,Year,MonthCode,Month,Settlement of Integrated goods and services tax ( IGST )
1108,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",723.474466608
1109,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",782.562000945
1110,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",1047.206734406
1111,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1106.55743737
1112,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",1217.684381641
1113,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",1024.779223686
1114,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",928.65730894
1115,India,19,West Bengal,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",862.423777002
1116,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1125.704829376
1117,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",1116.057863177
1118,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",1257.879425349
1119,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1179.396603558
1120,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",1074.150106195
1121,India,19,West Bengal,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",1169.049008159
1122,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",127.04108541
1123,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",69.6643136
1124,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",125.768509918
1125,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",156.3578321
1126,India,20,Jharkhand,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",166.170047
1127,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",135.4184163
1128,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",168.4492922
1129,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",145.0262313
1130,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",101.176828
1131,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",141.8986262
1132,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",161.1489978
1133,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",184.6294021
1134,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",164.76536815
1135,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",183.5921324
1136,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",151.0703175
1137,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",211.7142455
1138,India,20,Jharkhand,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",213.4896252
1139,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",186.2505867
1140,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",212.752169092
1141,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",167.6512663
1142,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",170.1280443
1143,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",179.9699746
1144,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",187.2751257
1145,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",271.3554705
1146,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",238.351719177444
1147,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",244.129097
1148,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",133.7428095
1149,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",339.6533885
1150,India,20,Jharkhand,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",260
1151,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",268
1152,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",197.9
1153,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",172.525056
1154,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",44.14
1155,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",108.36
1156,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",154.3
1157,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",228.389614846
1158,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",236.398737627
1159,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",285.572774793
1160,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",306.037030304
1161,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",308.827385911
1162,India,20,Jharkhand,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",284.209766131
1163,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",256.890888432
1164,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",153.30932987
1165,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",154.163402219
1166,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",150.03394828
1167,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",109.993130179
1168,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",204.221305096
1169,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",348.339326014
1170,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",334.686796164
1171,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",274.714361375
1172,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",293.612352313
1173,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",290.954072807
1174,India,20,Jharkhand,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",288.133683907
1175,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",247.316801976
1176,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",165.454331876
1177,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",111.012813359
1178,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",256.098169459
1179,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",240.927663392
1180,India,20,Jharkhand,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",200.500001373
1181,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",182.260058906
1182,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",251.7972436
1183,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",331.197252548
1184,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",282.8928678
1185,India,21,Odisha,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",323.6809193
1186,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",370.5585237
1187,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",314.071834
1188,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",320.8743751
1189,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",369.9829563
1190,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",217.1975126
1191,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",293.1409944
1192,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",390.3550974
1193,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",307.086709285
1194,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",286.1715647
1195,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",323.2094293
1196,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",300.2831232
1197,India,21,Odisha,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",206.7748571
1198,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",287.8008642
1199,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",260.397331521
1200,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",339.0664303
1201,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",332.5181268
1202,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",261.529411
1203,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",276.6486259
1204,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",391.6334957
1205,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",356.462650578346
1206,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",363.2162556
1207,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",307.6951799
1208,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",377.4681206
1209,India,21,Odisha,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",420
1210,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",408
1211,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",398.7
1212,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",401.2294532
1213,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",59.76
1214,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",231.25
1215,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",319.5
1216,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",435.587300655
1217,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",286.916736989
1218,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",437.487462579
1219,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",480.836285727
1220,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",477.893967703
1221,India,21,Odisha,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",414.423430831
1222,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",516.117390588
1223,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",441.025011454
1224,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",378.927456139
1225,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",578.74481597
1226,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",160.718327868
1227,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",201.908962569
1228,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",330.382389893
1229,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",423.257422388
1230,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",301.241124562
1231,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",384.934065436
1232,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",298.889727695
1233,India,21,Odisha,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",219.406651783
1234,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",316.448763333
1235,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",122.990918389
1236,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",209.238310436
1237,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",63.134837711
1238,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",163.368386479
1239,India,21,Odisha,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",212.366105995
1240,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",78.713129078
1241,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",131.0922189
1242,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",145.751945569
1243,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",189.9101374
1244,India,22,Chhattisgarh,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",185.2418802
1245,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",194.511671
1246,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",169.1019107
1247,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",187.0115425
1248,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",159.3114377
1249,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",122.4988156
1250,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",147.7869552
1251,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",206.7930175
1252,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",161.309441332
1253,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",150.5533877
1254,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",215.4585372
1255,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",193.2086624
1256,India,22,Chhattisgarh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",178.9990192
1257,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",65.8462367
1258,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",184.533170754
1259,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",140.1703574
1260,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",140.3623907
1261,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",132.0365725
1262,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",146.4914908
1263,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",235.3666149
1264,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",191.493590726612
1265,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",197.7905932
1266,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",197.7888528
1267,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",215.3789404
1268,India,22,Chhattisgarh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",184
1269,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",167
1270,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",136.2
1271,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",99.9981474
1272,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",92.83
1273,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",136.49
1274,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",77.1
1275,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",175.600329706
1276,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",122.457348407
1277,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",174.614892678
1278,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",220.119692545
1279,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",224.259853181
1280,India,22,Chhattisgarh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",253.620838995
1281,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",181.136141514
1282,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",151.803375653
1283,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",113.011028796
1284,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",137.567922164
1285,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",31.516317563
1286,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",94.283549528
1287,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",232.936316189
1288,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",326.365302398
1289,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",206.855023957
1290,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",227.966240629
1291,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",109.558472721
1292,India,22,Chhattisgarh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",186.146044514
1293,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",175.313990502
1294,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",192.638581925
1295,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",192.098271192
1296,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",265.325338
1297,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",105.347725653
1298,India,22,Chhattisgarh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",164.846604853
1299,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",313.688983339
1300,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",381.7556475
1301,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",657.421259441
1302,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",628.5280066
1303,India,23,Madhya Pradesh,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",667.7750893
1304,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",587.1007314
1305,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",607.3338283
1306,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",539.5923671
1307,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",774.5630856
1308,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",575.6689963
1309,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",736.5195793
1310,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201807,"July, 2018",805.1640569
1311,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201808,"August, 2018",703.84233927
1312,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201809,"September, 2018",698.6282852
1313,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201810,"October, 2018",733.2593334
1314,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201811,"November, 2018",849.7512542
1315,India,23,Madhya Pradesh,2018,"Calendar Year (Jan - Dec), 2018",201812,"December, 2018",790.4252095
1316,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201901,"January, 2019",751.4803074
1317,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201902,"February, 2019",753.476119314
1318,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201903,"March, 2019",759.2090517
1319,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201904,"April, 2019",820.4473724
1320,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201905,"May, 2019",757.023141
1321,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201906,"June, 2019",890.8289168
1322,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201907,"July, 2019",1058.7198272
1323,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201908,"August, 2019",803.539247212412
1324,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201909,"September, 2019",743.3615969
1325,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201910,"October, 2019",640.0017366
1326,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019",970.2787315
1327,India,23,Madhya Pradesh,2019,"Calendar Year (Jan - Dec), 2019",201912,"December, 2019",837
1328,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202001,"January, 2020",870
1329,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202002,"February, 2020",815.8
1330,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202003,"March, 2020",720.0168972
1331,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202004,"April, 2020",101.97
1332,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202005,"May, 2020",360.83
1333,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202006,"June, 2020",455.2
1334,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202007,"July, 2020",1011.532533023
1335,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202008,"August, 2020",785.553715965
1336,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202009,"September, 2020",854.658398797
1337,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020",979.947517452
1338,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020",979.347937194
1339,India,23,Madhya Pradesh,2020,"Calendar Year (Jan - Dec), 2020",202012,"December, 2020",1019.657167945
1340,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202101,"January, 2021",837.875325673
1341,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202102,"February, 2021",827.428136046
1342,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202103,"March, 2021",868.713301584
1343,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202104,"April, 2021",1051.591211628
1344,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202105,"May, 2021",609.789797847
1345,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202106,"June, 2021",785.847615397
1346,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202107,"July, 2021",1330.31864614
1347,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202108,"August, 2021",1098.55910087
1348,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202109,"September, 2021",1008.567750887
1349,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202110,"October, 2021",1024.933656701
1350,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202111,"November, 2021",1124.018562436
1351,India,23,Madhya Pradesh,2021,"Calendar Year (Jan - Dec), 2021",202112,"December, 2021",950.571937132
1352,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202201,"January, 2022",1111.421335286
1353,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202202,"February, 2022",973.062656771
1354,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202203,"March, 2022",1013.984056285
1355,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202204,"April, 2022",1314.969581582
1356,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202205,"May, 2022",1141.165985721
1357,India,23,Madhya Pradesh,2022,"Calendar Year (Jan - Dec), 2022",202206,"June, 2022",1202.463421919
1358,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",201708,"August, 2017",273.38
1359,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",201709,"September, 2017",559.8575986
1360,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",201710,"October, 2017",724.973432957
1361,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",201711,"November, 2017",602.3443531
1362,India,24,Gujarat,2017,"Calendar Year (Jan - Dec), 2017",201712,"December, 2017",741.9420601
1363,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201801,"January, 2018",762.4133355
1364,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201802,"February, 2018",690.3083574
1365,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201803,"March, 2018",687.2331474
1366,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201804,"April, 2018",552.9103512
1367,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201805,"May, 2018",473.2623522
1368,India,24,Gujarat,2018,"Calendar Year (Jan - Dec), 2018",201806,"June, 2018",615.0573104
