srcStateName,srcYear,srcMonth,Type of supply,E-way suppliers,E-way bills,E-way asset value,YearCode,Year,MonthCode,Month
HIMACHAL PRADESH,2019-20,Nov - 2019,Intra State,6959,234294,4380.585966471,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUNJAB,2019-20,Nov - 2019,Intra State,57771,1406179,29028.521233408,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHANDIGARH,2019-20,Nov - 2019,Intra State,2047,24218,349.569813457,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTARAKHAND,2019-20,Nov - 2019,Intra State,10506,517989,11633.144388722,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
HARYANA,2019-20,Nov - 2019,Intra State,61441,2359428,40493.518714273,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DELHI,2019-20,Nov - 2019,Intra State,55438,779378,28764.83066029,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
RAJASTHAN,2019-20,Nov - 2019,Intra State,64518,1464990,29999.754906244,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTAR PRADESH,2019-20,Nov - 2019,Intra State,104967,3043028,57906.997219129,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
BIHAR,2019-20,Nov - 2019,Intra State,6312,358766,7048.434994582,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
SIKKIM,2019-20,Nov - 2019,Intra State,113,3721,47.258069747,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ARUNACHAL PRADESH,2019-20,Nov - 2019,Intra State,121,2908,44.848973817,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
NAGALAND,2019-20,Nov - 2019,Intra State,82,886,39.268534107,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MANIPUR,2019-20,Nov - 2019,Intra State,52,4339,62.806293016,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MIZORAM,2019-20,Nov - 2019,Intra State,21,730,13.912556412,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TRIPURA,2019-20,Nov - 2019,Intra State,927,24208,416.738004237,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MEGHALAYA,2019-20,Nov - 2019,Intra State,291,11635,209.133887002,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ASSAM,2019-20,Nov - 2019,Intra State,10460,383039,6736.889164292,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
WEST BENGAL,2019-20,Nov - 2019,Intra State,37277,1283832,35187.913099766,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JHARKHAND,2019-20,Nov - 2019,Intra State,8002,350537,7578.584255647,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ODISHA,2019-20,Nov - 2019,Intra State,11649,653303,11623.502847812,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHHATTISGARH,2019-20,Nov - 2019,Intra State,4833,181973,4656.82330097,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MADHYA PRADESH,2019-20,Nov - 2019,Intra State,15360,373800,8112.283601947,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GUJARAT,2019-20,Nov - 2019,Intra State,111212,3001222,75753.014068634,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DAMAN AND DIU,2019-20,Nov - 2019,Intra State,1059,35303,975.928603903,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DADRA AND NAGAR HAVELI,2019-20,Nov - 2019,Intra State,1256,54991,1892.54604299,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MAHARASHTRA,2019-20,Nov - 2019,Intra State,115330,4671961,109734.921152566,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KARNATAKA,2019-20,Nov - 2019,Intra State,83251,3000476,51428.689891192,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GOA,2019-20,Nov - 2019,Intra State,1506,69416,977.352021383,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
LAKSHADWEEP,2019-20,Nov - 2019,Intra State,0,0,0,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KERALA,2019-20,Nov - 2019,Intra State,34027,1121476,15850.984640242,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TAMIL NADU,2019-20,Nov - 2019,Intra State,72885,3245499,62908.275865658,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUDUCHERRY,2019-20,Nov - 2019,Intra State,897,29829,848.230487018,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDAMAN AND NICOBAR,2019-20,Nov - 2019,Intra State,9,239,8.000477078,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TELANGANA,2019-20,Nov - 2019,Intra State,29406,1212885,22219.903618934,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDHRA PRADESH,2019-20,Nov - 2019,Intra State,30663,1194557,19977.899414225,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JAMMU AND KASHMIR,2019-20,Nov - 2019,Inter State Outwards,1685,29108,1903.13346538,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
HIMACHAL PRADESH,2019-20,Nov - 2019,Inter State Outwards,4757,258209,10032.199517126,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUNJAB,2019-20,Nov - 2019,Inter State Outwards,47804,951549,22287.420422519,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHANDIGARH,2019-20,Nov - 2019,Inter State Outwards,4765,72348,1265.130223092,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTARAKHAND,2019-20,Nov - 2019,Inter State Outwards,7554,325003,14714.801878616,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
HARYANA,2019-20,Nov - 2019,Inter State Outwards,54039,2318797,55252.896145599,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DELHI,2019-20,Nov - 2019,Inter State Outwards,116989,1601844,36144.342219485,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
RAJASTHAN,2019-20,Nov - 2019,Inter State Outwards,45540,1198204,27270.555802773,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTAR PRADESH,2019-20,Nov - 2019,Inter State Outwards,70360,1236569,46616.584155545,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
BIHAR,2019-20,Nov - 2019,Inter State Outwards,5939,58467,2120.662909904,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
SIKKIM,2019-20,Nov - 2019,Inter State Outwards,168,9287,2399.632340993,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ARUNACHAL PRADESH,2019-20,Nov - 2019,Inter State Outwards,216,1574,75.609319457,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
NAGALAND,2019-20,Nov - 2019,Inter State Outwards,230,2150,70.143699392,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MANIPUR,2019-20,Nov - 2019,Inter State Outwards,104,508,21.911485846,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MIZORAM,2019-20,Nov - 2019,Inter State Outwards,73,379,26.298359094,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TRIPURA,2019-20,Nov - 2019,Inter State Outwards,388,2495,244.844804643,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MEGHALAYA,2019-20,Nov - 2019,Inter State Outwards,376,28162,484.320795336,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ASSAM,2019-20,Nov - 2019,Inter State Outwards,9125,184310,5858.21590736,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
WEST BENGAL,2019-20,Nov - 2019,Inter State Outwards,36519,649465,26087.908511825,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JHARKHAND,2019-20,Nov - 2019,Inter State Outwards,6911,177745,9699.838983298,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ODISHA,2019-20,Nov - 2019,Inter State Outwards,5147,200532,18174.043013424,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHHATTISGARH,2019-20,Nov - 2019,Inter State Outwards,7362,162008,10358.075737916,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MADHYA PRADESH,2019-20,Nov - 2019,Inter State Outwards,18262,377397,17114.337216804,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GUJARAT,2019-20,Nov - 2019,Inter State Outwards,114907,3226326,84076.729046084,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DAMAN AND DIU,2019-20,Nov - 2019,Inter State Outwards,1624,182014,4192.847964706,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DADRA AND NAGAR HAVELI,2019-20,Nov - 2019,Inter State Outwards,1932,251663,8446.959182437,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MAHARASHTRA,2019-20,Nov - 2019,Inter State Outwards,99230,3067827,95914.38421083,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KARNATAKA,2019-20,Nov - 2019,Inter State Outwards,42870,1303704,42672.234290191,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GOA,2019-20,Nov - 2019,Inter State Outwards,1553,51634,3253.351170038,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
LAKSHADWEEP,2019-20,Nov - 2019,Inter State Outwards,2,2,0.7282236,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KERALA,2019-20,Nov - 2019,Inter State Outwards,13553,162983,7157.292811309,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TAMIL NADU,2019-20,Nov - 2019,Inter State Outwards,64216,1679001,58915.508023049,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUDUCHERRY,2019-20,Nov - 2019,Inter State Outwards,1781,96886,2739.199764387,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDAMAN AND NICOBAR,2019-20,Nov - 2019,Inter State Outwards,55,227,26.875770518,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TELANGANA,2019-20,Nov - 2019,Inter State Outwards,27186,553189,22220.398782624,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDHRA PRADESH,2019-20,Nov - 2019,Inter State Outwards,19702,385216,25577.392431061,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JAMMU AND KASHMIR,2019-20,Nov - 2019,Inter State Inwards,17280,186698,4515.888941457,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
HIMACHAL PRADESH,2019-20,Nov - 2019,Inter State Inwards,20624,282829,7815.033339349,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUNJAB,2019-20,Nov - 2019,Inter State Inwards,62490,761231,23092.595113302,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHANDIGARH,2019-20,Nov - 2019,Inter State Inwards,8059,110322,2074.219403732,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTARAKHAND,2019-20,Nov - 2019,Inter State Inwards,22966,416219,12789.693903503,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
HARYANA,2019-20,Nov - 2019,Inter State Inwards,87938,1578581,49393.986901414,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DELHI,2019-20,Nov - 2019,Inter State Inwards,109840,1447289,41089.596340814,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
RAJASTHAN,2019-20,Nov - 2019,Inter State Inwards,89420,1076717,32047.520542959,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
UTTAR PRADESH,2019-20,Nov - 2019,Inter State Inwards,167244,2052507,61893.228762265,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
BIHAR,2019-20,Nov - 2019,Inter State Inwards,51617,525178,13403.617113945,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
SIKKIM,2019-20,Nov - 2019,Inter State Inwards,1552,28593,785.135180078,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ARUNACHAL PRADESH,2019-20,Nov - 2019,Inter State Inwards,2833,29628,483.679218585,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GUJARAT,2020-21,Oct - 2020,Intra State,131622,3851455,94627.330926859,2020,"Calendar Year (Jan - Dec), 2020",202010,"October, 2020"
NAGALAND,2019-20,Nov - 2019,Inter State Inwards,2452,23709,537.528570453,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MANIPUR,2019-20,Nov - 2019,Inter State Inwards,2382,36521,606.087756179,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MIZORAM,2019-20,Nov - 2019,Inter State Inwards,1778,26973,443.41774587,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TRIPURA,2019-20,Nov - 2019,Inter State Inwards,3938,34062,709.881026611,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MEGHALAYA,2019-20,Nov - 2019,Inter State Inwards,3361,40164,753.724426272,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ASSAM,2019-20,Nov - 2019,Inter State Inwards,23858,262491,8423.209948087,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
WEST BENGAL,2019-20,Nov - 2019,Inter State Inwards,58052,915398,32678.453290049,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JHARKHAND,2019-20,Nov - 2019,Inter State Inwards,23455,312776,9805.88559517,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ODISHA,2019-20,Nov - 2019,Inter State Inwards,28344,341178,12810.649628094,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
CHHATTISGARH,2019-20,Nov - 2019,Inter State Inwards,21316,313059,9089.046984311,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MADHYA PRADESH,2019-20,Nov - 2019,Inter State Inwards,65167,761316,22362.90346423,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DAMAN AND DIU,2019-20,Nov - 2019,Inter State Inwards,2205,75581,3596.613361802,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
DADRA AND NAGAR HAVELI,2019-20,Nov - 2019,Inter State Inwards,2848,109473,6416.405483556,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KARNATAKA,2019-20,Nov - 2019,Inter State Inwards,95818,1458964,46053.324241675,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GUJARAT,2019-20,Nov - 2019,Inter State Inwards,117439,1417453,67216.283589517,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
MAHARASHTRA,2019-20,Nov - 2019,Inter State Inwards,178404,2269764,93175.030587798,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
GOA,2019-20,Nov - 2019,Inter State Inwards,7092,106279,3316.5827447,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
LAKSHADWEEP,2019-20,Nov - 2019,Inter State Inwards,50,386,12.963528245,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
KERALA,2019-20,Nov - 2019,Inter State Inwards,48569,613631,14079.528588908,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TAMIL NADU,2019-20,Nov - 2019,Inter State Inwards,98143,1386182,55856.643833941,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
PUDUCHERRY,2019-20,Nov - 2019,Inter State Inwards,5195,91583,2395.757540764,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDAMAN AND NICOBAR,2019-20,Nov - 2019,Inter State Inwards,945,9077,217.624420936,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
TELANGANA,2019-20,Nov - 2019,Inter State Inwards,53818,816233,26711.734203984,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ANDHRA PRADESH,2019-20,Nov - 2019,Inter State Inwards,64356,805431,27208.528747403,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
JAMMU AND KASHMIR,2019-20,Nov - 2019,Intra State,2081,85241,1558.936785341,2019,"Calendar Year (Jan - Dec), 2019",201911,"November, 2019"
ASSAM,2020-21,Nov - 2020,Inter State Inwards,23417,273342,871804.93,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ASSAM,2020-21,Nov - 2020,Intra State,10749,416380,755249.18,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
WEST BENGAL,2020-21,Nov - 2020,Inter State Inwards,57889,980354,3391617.43,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
CHHATTISGARH,2020-21,Nov - 2020,Inter State Inwards,21609,345381,1176972.04,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MADHYA PRADESH,2020-21,Nov - 2020,Inter State Inwards,66263,852413,2438870.43,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
GUJARAT,2020-21,Nov - 2020,Inter State Inwards,114959,1433873,6479548.02,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DAMAN AND DIU,2020-21,Nov - 2020,Inter State Inwards,24,122,433.23,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
KERALA,2020-21,Nov - 2020,Intra State,36755,1258985,1839795.86,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DADRA AND NAGAR HAVELI,2020-21,Nov - 2020,Inter State Inwards,4823,158766,921938.36,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MAHARASHTRA,2020-21,Nov - 2020,Inter State Inwards,177294,2428777,9575396.55,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
KARNATAKA,2020-21,Nov - 2020,Inter State Inwards,99581,1500356,4886742.04,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
GOA,2020-21,Nov - 2020,Inter State Inwards,6459,100748,338759.88,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
LAKSHADWEEP,2020-21,Nov - 2020,Inter State Inwards,41,335,606.71,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
KERALA,2020-21,Nov - 2020,Inter State Inwards,48321,545359,1452012.95,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TAMIL NADU,2020-21,Nov - 2020,Inter State Inwards,98639,1519837,5845283.04,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
PUDUCHERRY,2020-21,Nov - 2020,Inter State Inwards,4860,86968,217899.01,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ANDAMAN AND NICOBAR,2020-21,Nov - 2020,Inter State Inwards,829,7938,16352.71,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TELANGANA,2020-21,Nov - 2020,Inter State Inwards,56129,959549,3218827.27,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ANDHRA PRADESH,2020-21,Nov - 2020,Inter State Inwards,67695,878202,2738387.84,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
LADAKH,2020-21,Nov - 2020,Inter State Inwards,697,4826,13835.85,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MEGHALAYA,2020-21,Nov - 2020,Inter State Inwards,3200,41779,82230.91,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TRIPURA,2020-21,Nov - 2020,Inter State Inwards,3924,35553,78963.21,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MIZORAM,2020-21,Nov - 2020,Inter State Inwards,1700,27970,39002.76,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MANIPUR,2020-21,Nov - 2020,Inter State Inwards,2491,41856,63599.28,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
NAGALAND,2020-21,Nov - 2020,Inter State Inwards,2434,33127,53850.3,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ARUNACHAL PRADESH,2020-21,Nov - 2020,Inter State Inwards,2745,28849,52584.76,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
SIKKIM,2020-21,Nov - 2020,Inter State Inwards,1572,26532,77708.91,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
BIHAR,2020-21,Nov - 2020,Inter State Inwards,52675,582778,1433471.8,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
UTTAR PRADESH,2020-21,Nov - 2020,Inter State Inwards,171678,2256000,6553760.85,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
RAJASTHAN,2020-21,Nov - 2020,Inter State Inwards,90200,1146224,3416347.72,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DELHI,2020-21,Nov - 2020,Inter State Inwards,108032,1424121,4099271.66,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
HARYANA,2020-21,Nov - 2020,Inter State Inwards,91086,1720154,5647346.54,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
UTTARAKHAND,2020-21,Nov - 2020,Inter State Inwards,24404,460788,1221250.98,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
CHANDIGARH,2020-21,Nov - 2020,Inter State Inwards,7679,107161,214916.44,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MEGHALAYA,2020-21,Nov - 2020,Intra State,286,11023,19595.66,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TRIPURA,2020-21,Nov - 2020,Intra State,1127,25728,51673.96,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MIZORAM,2020-21,Nov - 2020,Intra State,124,2103,5978.09,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MANIPUR,2020-21,Nov - 2020,Intra State,49,2322,4519.64,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
NAGALAND,2020-21,Nov - 2020,Intra State,99,1204,5173.05,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ARUNACHAL PRADESH,2020-21,Nov - 2020,Intra State,111,2410,4491.36,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
SIKKIM,2020-21,Nov - 2020,Intra State,109,3292,4564.04,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
BIHAR,2020-21,Nov - 2020,Intra State,6572,398976,811893.4,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
UTTAR PRADESH,2020-21,Nov - 2020,Intra State,108650,3143553,6121398.51,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
RAJASTHAN,2020-21,Nov - 2020,Intra State,68006,1516218,3262349.37,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DELHI,2020-21,Nov - 2020,Intra State,57017,780348,2942426.83,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
HARYANA,2020-21,Nov - 2020,Intra State,63590,2532590,4530735.93,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
UTTARAKHAND,2020-21,Nov - 2020,Intra State,11034,548230,861572.61,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
CHANDIGARH,2020-21,Nov - 2020,Intra State,2052,22864,32814.28,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
PUNJAB,2020-21,Nov - 2020,Intra State,62030,1561482,3379023.42,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
HIMACHAL PRADESH,2020-21,Nov - 2020,Intra State,7317,242042,455362.43,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
PUNJAB,2020-21,Nov - 2020,Inter State Inwards,64482,859118,2409092.25,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
HIMACHAL PRADESH,2020-21,Nov - 2020,Inter State Inwards,21510,288145,815157.63,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
JAMMU AND KASHMIR,2020-21,Nov - 2020,Inter State Inwards,18267,204561,488940.08,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
LADAKH,2020-21,Nov - 2020,Inter State Outwards,28,165,2775.54,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ANDHRA PRADESH,2020-21,Nov - 2020,Inter State Outwards,19954,395427,2748501.89,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TELANGANA,2020-21,Nov - 2020,Inter State Outwards,30216,605022,2496126.22,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ANDAMAN AND NICOBAR,2020-21,Nov - 2020,Inter State Outwards,38,107,1225.59,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
PUDUCHERRY,2020-21,Nov - 2020,Inter State Outwards,1727,97223,256239.34,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
TAMIL NADU,2020-21,Nov - 2020,Inter State Outwards,62012,1710450,5843868.7,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ODISHA,2020-21,Nov - 2020,Inter State Inwards,30352,366290,1346777.23,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
KERALA,2020-21,Nov - 2020,Inter State Outwards,13321,146518,712263.01,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
LAKSHADWEEP,2020-21,Nov - 2020,Inter State Outwards,0,0,0,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
GOA,2020-21,Nov - 2020,Inter State Outwards,1486,57491,390538.73,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
KARNATAKA,2020-21,Nov - 2020,Inter State Outwards,45036,1682658,4664635.72,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MAHARASHTRA,2020-21,Nov - 2020,Inter State Outwards,98130,3308214,10276963.37,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DADRA AND NAGAR HAVELI,2020-21,Nov - 2020,Inter State Outwards,3491,381010,1255448.82,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
DAMAN AND DIU,2020-21,Nov - 2020,Inter State Outwards,2,18,20.86,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
GUJARAT,2020-21,Nov - 2020,Inter State Outwards,120032,3612885,8929394.06,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
MADHYA PRADESH,2020-21,Nov - 2020,Inter State Outwards,18388,363945,1793767.62,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
CHHATTISGARH,2020-21,Nov - 2020,Inter State Outwards,7103,145026,1094152.2,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
ODISHA,2020-21,Nov - 2020,Inter State Outwards,5276,234205,1912495.34,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
JHARKHAND,2020-21,Nov - 2020,Inter State Outwards,6999,188465,1150909.95,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
WEST BENGAL,2020-21,Nov - 2020,Inter State Outwards,35876,680723,2730631.93,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
JAMMU AND KASHMIR,2020-21,Nov - 2020,Intra State,4422,155516,248739.34,2020,"Calendar Year (Jan - Dec), 2020",202011,"November, 2020"
