srcStateName,srcYear,srcMonth,Country,YearCode,StateCode,Year,StateName,MonthCode,TotalPopulation,Month,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,LandAreaMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFeMaleMappingError%,TotalPopulationFeMaleUrbanMappingError%,TotalPopulationFeMaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,NumberOfChildren,NumberOfParents,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Jammu and Kashmir,2019-20,Nov-2019,India,2019,1,"Calendar Year (Jan - Dec), 2019",JAMMU AND KASHMIR,201911,12267013,"November, 2019",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2019-20,Oct-2019,India,2019,1,"Calendar Year (Jan - Dec), 2019",JAMMU AND KASHMIR,201910,12267013,"October, 2019",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2019-20,Sep-2019,India,2019,1,"Calendar Year (Jan - Dec), 2019",JAMMU AND KASHMIR,201909,12267013,"September, 2019",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Apr-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202004,12267013,"April, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Aug-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202008,12267013,"August, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Dec-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202012,12267013,"December, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Feb-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202102,12267013,"February, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Jan-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202101,12267013,"January, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Jul-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202007,12267013,"July, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Jun-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202006,12267013,"June, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Mar-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202103,12267013,"March, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,May-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202005,12267013,"May, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Nov-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202011,12267013,"November, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Oct-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202010,12267013,"October, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2020-21,Sep-2020,India,2020,1,"Calendar Year (Jan - Dec), 2020",JAMMU AND KASHMIR,202009,12267013,"September, 2020",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Apr-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202104,12267013,"April, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Aug-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202108,12267013,"August, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Dec-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202112,12267013,"December, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Feb-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202202,12267013,"February, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Jan-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202201,12267013,"January, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Jul-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202107,12267013,"July, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Jun-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202106,12267013,"June, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Mar-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202203,12267013,"March, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,May-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202105,12267013,"May, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Nov-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202111,12267013,"November, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Oct-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202110,12267013,"October, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2021-22,Sep-2021,India,2021,1,"Calendar Year (Jan - Dec), 2021",JAMMU AND KASHMIR,202109,12267013,"September, 2021",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2022-23,Apr-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202204,12267013,"April, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2022-23,Jun-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202206,12267013,"June, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Jammu and Kashmir,2022-23,May-2022,India,2022,1,"Calendar Year (Jan - Dec), 2022",JAMMU AND KASHMIR,202205,12267013,"May, 2022",3371233,8895780,6483906,1825543,4658363,5783107,1545690,4237417,2079471,557090,1522381,121337,2.2141e+06,2335440.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Aug-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201708,6864602,"August, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Dec-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201712,6864602,"December, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Feb-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201802,6864602,"February, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Jan-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201801,6864602,"January, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Jul-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201707,6864602,"July, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Mar-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201803,6864602,"March, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Nov-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201711,6864602,"November, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Oct-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201710,6864602,"October, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2017-18,Sep-2017,India,2017,2,"Calendar Year (Jan - Dec), 2017",HIMACHAL PRADESH,201709,6864602,"September, 2017",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Apr-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201804,6864602,"April, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Aug-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201808,6864602,"August, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Dec-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201812,6864602,"December, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Feb-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201902,6864602,"February, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Jan-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201901,6864602,"January, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Jul-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201807,6864602,"July, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Jun-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201806,6864602,"June, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Mar-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201903,6864602,"March, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,May-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201805,6864602,"May, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Nov-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201811,6864602,"November, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Oct-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201810,6864602,"October, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2018-19,Sep-2018,India,2018,2,"Calendar Year (Jan - Dec), 2018",HIMACHAL PRADESH,201809,6864602,"September, 2018",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,Apr-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201904,6864602,"April, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,Aug-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201908,6864602,"August, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,Dec-2019,India,2019,2,"Calendar Year (Jan - Dec), 2019",HIMACHAL PRADESH,201912,6864602,"December, 2019",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,Feb-2020,India,2020,2,"Calendar Year (Jan - Dec), 2020",HIMACHAL PRADESH,202002,6864602,"February, 2020",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Himachal Pradesh,2019-20,Jan-2020,India,2020,2,"Calendar Year (Jan - Dec), 2020",HIMACHAL PRADESH,202001,6864602,"January, 2020",688552,6176050,3481873,371528,3110345,3382729,317024,3065705,1483280,170770,1312510,27130,4.55071e+06,4577843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
